geneID,Cond WT Rep 1,Cond WT Rep 2,Cond WT Rep 3,Cond Mt Rep 1,Cond Mt Rep 2,Cond Mt Rep 3
Solyc09g074610.2.1,41,100,28,59,43,40
Solyc09g074620.2.1,110,145,276,124,122,85
Solyc09g074630.2.1,39,67,23,139,135,84
Solyc09g074640.2.1,920,688,661,994,997,739
Solyc09g074650.2.1,29,21,23,64,51,54
Solyc09g074660.2.1,223,143,105,305,297,256
Solyc09g074670.2.1,1176,470,300,1448,1334,1077
Solyc09g074680.2.1,576,489,530,836,827,611
Solyc09g074690.2.1,68,36,19,68,71,63
Solyc09g074700.1.1,17,2,3,19,17,19
Solyc09g074710.2.1,150,65,48,147,131,127
Solyc09g074720.1.1,2,2,0,9,5,6
Solyc09g074730.1.1,30,28,8,58,100,55
Solyc09g074740.2.1,80,61,32,76,46,64
Solyc09g074750.2.1,31,25,52,18,26,22
Solyc09g074760.1.1,23,20,12,11,10,5
Solyc09g074770.1.1,0,0,0,0,0,0
Solyc09g074780.2.1,8,5,9,33,20,22
Solyc09g074790.1.1,392,298,650,167,130,143
Solyc09g074800.2.1,934,578,1106,456,350,467
Solyc09g074810.2.1,0,0,2,5,3,2
Solyc09g074820.2.1,15067,10489,11557,16855,11892,14102
Solyc09g074830.2.1,11,7,5,16,35,12
Solyc09g074840.2.1,67,24,10,144,127,116
Solyc09g074850.2.1,97,100,79,216,293,188
Solyc09g074860.2.1,265,542,1160,261,246,182
Solyc09g074870.2.1,615,1089,1902,576,554,397
Solyc09g074880.2.1,96,61,57,100,117,85
Solyc09g074890.1.1,52,56,46,33,21,21
Solyc09g074900.2.1,217,207,414,252,250,190
Solyc09g074910.1.1,318,417,1034,268,242,216
Solyc09g074920.2.1,87,58,96,106,129,105
Solyc09g074930.2.1,4809,5170,3292,2848,2661,1978
Solyc09g074940.1.1,4035,1217,730,2797,2667,2143
Solyc09g074950.2.1,902,351,259,1048,942,750
Solyc09g074960.1.1,2,2,2,6,16,19
Solyc09g074970.2.1,42,68,69,93,74,78
Solyc09g074980.2.1,116,69,15,263,225,178
Solyc09g074990.2.1,23,24,39,37,30,41
Solyc09g075000.2.1,170,169,173,355,301,232
Solyc09g075010.2.1,1116,1084,995,2053,2014,1486
Solyc09g075020.2.1,2175,740,371,2948,2305,2334
Solyc09g075030.2.1,221,217,226,576,534,402
Solyc09g075040.2.1,154,218,261,116,66,66
Solyc09g075050.1.1,0,0,0,0,1,0
Solyc09g075060.2.1,27,27,34,17,10,9
Solyc09g075070.2.1,27,10,12,29,21,24
Solyc09g075080.2.1,356,443,461,543,554,391
Solyc09g075090.1.1,6,4,7,7,15,14
Solyc09g075100.2.1,254,321,528,342,298,243
Solyc09g075110.1.1,0,0,0,0,0,0
Solyc09g075120.2.1,1190,1002,2076,1130,1161,916
Solyc09g075130.2.1,84,98,110,127,132,97
Solyc09g075140.2.1,241,258,355,292,297,217
Solyc09g075150.2.1,737,1258,1597,1121,1164,860
Solyc09g075160.2.1,316,527,554,553,560,394
Solyc09g075170.1.1,32,13,9,48,50,39
Solyc09g075180.2.1,3206,2268,1385,2072,1929,1457
Solyc09g075190.2.1,175,109,85,260,229,199
Solyc09g075200.2.1,325,465,512,745,783,551
Solyc09g075210.2.1,1780,3743,5898,7392,6463,5820
Solyc09g075220.1.1,219,208,356,202,160,152
Solyc09g075230.1.1,101,161,129,198,186,133
Solyc09g075240.1.1,25,14,40,67,79,53
Solyc09g075250.1.1,0,0,0,0,0,0
Solyc09g075260.2.1,144,163,132,102,99,60
Solyc09g075270.1.1,11,6,7,19,15,10
Solyc09g075280.1.1,681,454,260,979,1024,733
Solyc09g075290.2.1,1142,1920,2269,2290,2171,1570
Solyc09g075300.2.1,280,202,178,282,248,204
Solyc09g075310.1.1,0,0,0,0,0,0
Solyc09g075320.1.1,46,29,27,73,68,65
Solyc09g075330.2.1,3,4,0,18,13,14
Solyc09g075340.1.1,0,0,0,0,0,0
Solyc09g075350.2.1,969,1196,758,620,615,516
Solyc09g075360.2.1,1501,577,308,4796,4813,3417
Solyc09g075370.2.1,402,561,704,542,523,362
Solyc09g075380.1.1,3,0,7,8,11,3
Solyc09g075390.2.1,349,159,169,455,499,422
Solyc09g075400.2.1,244,160,128,564,811,446
Solyc09g075410.2.1,0,0,0,0,0,2
Solyc09g075420.2.1,536,360,227,673,642,539
Solyc09g075430.2.1,1812,1927,1767,2981,2859,2307
Solyc09g075440.2.1,1351,924,665,1545,1490,1243
Solyc09g075450.2.1,369,441,682,423,372,288
Solyc09g075460.2.1,1193,903,1433,1381,1228,968
Solyc09g075470.2.1,1,11,3,4,5,1
Solyc09g075480.2.1,206,63,63,340,410,254
Solyc09g075490.2.1,702,563,1193,595,547,463
Solyc09g075500.2.1,76,29,24,99,95,112
Solyc09g075510.2.1,74,56,64,153,152,116
Solyc09g075520.1.1,0,0,0,0,0,0
Solyc09g075530.2.1,54,89,51,123,107,67
Solyc09g075540.1.1,7,4,0,19,13,12
Solyc09g075550.2.1,184,53,46,976,1092,750
Solyc09g075560.1.1,231,151,101,397,398,306
Solyc09g075570.1.1,618,532,564,448,417,318
Solyc09g075580.1.1,67,71,33,70,78,64
Solyc09g075590.1.1,3,0,1,10,20,9
Solyc09g075600.1.1,18,22,93,18,6,8
Solyc09g075610.2.1,11,30,38,28,35,14
Solyc09g075620.1.1,0,0,0,17,34,15
Solyc09g075630.1.1,20,18,25,50,25,23
Solyc09g075640.2.1,333,162,120,444,388,296
Solyc09g075650.2.1,42,42,170,77,56,43
Solyc09g075660.2.1,8778,7515,16157,12764,9006,10463
Solyc09g075670.1.1,165,108,149,114,79,118
Solyc09g075680.1.1,0,0,0,1,2,2
Solyc09g075690.1.1,9,3,9,10,2,4
Solyc09g075700.1.1,0,1,4,6,6,0
Solyc09g075710.1.1,35,45,61,29,31,37
Solyc09g075720.2.1,60,62,127,159,189,127
Solyc09g075730.2.1,107,45,19,113,134,87
Solyc09g075740.1.1,12,14,12,4,2,0
Solyc09g075750.1.1,90,58,29,189,201,118
Solyc09g075760.2.1,1075,555,725,1302,1191,1030
Solyc09g075770.1.1,93,26,23,35,30,25
Solyc09g075780.1.1,2,1,1,2,1,0
Solyc09g075790.2.1,55,39,40,91,71,64
Solyc09g075800.2.1,339,220,250,375,325,273
Solyc09g075810.2.1,170,181,185,140,154,111
Solyc09g075820.2.1,2381,2437,1806,1332,994,920
Solyc09g075830.2.1,4566,1523,1445,6113,5518,4770
Solyc09g075840.2.1,0,0,0,0,0,0
Solyc09g075850.2.1,1316,1108,2042,1280,1038,986
Solyc09g075860.2.1,1156,480,523,913,708,643
Solyc09g075870.1.1,4,1,2,7,6,5
Solyc09g075880.2.1,18,7,25,18,16,9
Solyc09g075890.2.1,242,206,333,488,530,391
Solyc09g075900.2.1,36,41,21,104,111,57
Solyc09g075910.1.1,7,9,8,70,54,47
Solyc09g075920.1.1,4,2,2,60,34,41
Solyc09g075930.1.1,4,5,2,21,28,13
Solyc09g075940.2.1,36,7,24,73,78,50
Solyc09g075950.1.1,72,60,33,140,144,108
Solyc09g075960.1.1,124,157,98,170,183,157
Solyc09g075970.2.1,55,61,57,212,223,190
Solyc09g075980.2.1,12,33,9,51,19,21
Solyc09g075990.2.1,66,37,28,73,49,54
Solyc09g076000.2.1,2451,996,803,1343,1233,1031
Solyc09g076010.2.1,1090,471,404,1310,1274,1041
Solyc09g076020.2.1,290,282,245,314,270,242
Solyc09g076030.2.1,69,46,57,107,87,65
Solyc09g076040.2.1,1004,656,661,1848,1806,1386
Solyc09g076050.2.1,7189,3320,2710,12764,12240,9557
Solyc09g082050.2.1,625,411,238,877,768,580
Solyc09g082060.2.1,1424,1191,1741,1024,921,741
Solyc09g082080.1.1,42,41,27,32,39,35
Solyc09g082090.1.1,0,0,0,0,0,0
Solyc09g082100.2.1,63,75,130,85,57,33
Solyc09g082110.2.1,7,0,1,10,1,1
Solyc09g082120.2.1,109,143,89,152,161,92
Solyc09g082130.2.1,403,276,205,818,823,628
Solyc09g082140.2.1,277,274,218,423,372,276
Solyc09g082150.1.1,155,107,258,356,227,247
Solyc09g082160.2.1,212,232,313,204,225,153
Solyc09g082170.2.1,42,22,11,54,54,50
Solyc09g082180.2.1,15,9,14,120,125,100
Solyc09g082190.1.1,29,31,27,46,47,35
Solyc09g082200.2.1,348,239,245,410,375,257
Solyc09g082210.2.1,979,770,421,2025,2099,1514
Solyc09g082220.1.1,17,14,5,27,40,30
Solyc09g082230.1.1,50,44,75,107,115,117
Solyc09g082240.2.1,9,18,11,42,49,23
Solyc09g082250.2.1,0,5,1,29,40,25
Solyc09g082260.1.1,0,0,0,12,15,7
Solyc09g082270.2.1,5,10,0,549,725,417
Solyc09g082280.2.1,0,0,0,0,0,0
Solyc09g082290.2.1,0,0,0,0,0,0
Solyc09g082300.2.1,12,22,44,15,11,9
Solyc09g082310.1.1,0,1,1,202,311,181
Solyc09g082320.2.1,984,1158,1523,1090,1156,910
Solyc09g082330.1.1,0,0,0,2,5,0
Solyc09g082340.2.1,2,1,1,36,21,31
Solyc09g082350.1.1,1,0,0,1,0,0
Solyc09g082360.2.1,0,0,0,0,0,0
Solyc09g082370.2.1,128,89,25,355,305,244
Solyc09g082380.2.1,942,1029,2079,466,366,388
Solyc09g082390.1.1,188,171,97,291,239,229
Solyc09g082400.1.1,21,10,2,62,27,28
Solyc09g082410.1.1,7,2,1,3,3,5
Solyc09g082420.1.1,0,0,0,0,0,0
Solyc09g082430.1.1,0,0,0,0,0,0
Solyc09g082440.1.1,0,0,0,0,0,0
Solyc09g082450.1.1,40,14,10,45,42,40
Solyc09g082460.2.1,145,213,211,51,57,49
Solyc09g082470.2.1,2066,2299,3208,4253,3025,3246
Solyc09g082480.1.1,0,0,0,1,0,0
Solyc09g082490.2.1,101,91,104,183,150,138
Solyc09g082500.2.1,542,274,93,1285,1221,937
Solyc09g082510.2.1,4175,2103,1179,8224,8329,6545
Solyc09g082520.2.1,1028,1302,1364,1613,1480,1215
Solyc09g082530.1.1,0,0,0,2,0,0
Solyc09g082540.2.1,241,234,204,352,370,287
Solyc09g082550.2.1,109,206,52,195,200,171
Solyc09g082560.2.1,132,141,62,119,88,65
Solyc09g082570.2.1,110,126,112,101,113,77
Solyc09g082580.2.1,227,205,161,352,341,262
Solyc09g082590.2.1,160,168,207,487,376,397
Solyc09g082600.1.1,0,3,2,0,0,0
Solyc09g082610.1.1,0,0,0,1,0,1
Solyc09g082620.2.1,4,0,9,26,28,19
Solyc09g082630.2.1,364,530,419,621,592,492
Solyc09g082640.1.1,0,0,0,0,0,0
Solyc09g082650.2.1,1914,2576,2580,1668,1628,1252
Solyc09g082660.2.1,4,4,1,8,12,7
Solyc09g082670.2.1,1,0,0,2,2,0
Solyc09g082680.2.1,375,279,258,435,413,299
Solyc09g082690.2.1,847,1690,894,133,114,90
Solyc09g082700.2.1,90,201,105,9,9,16
Solyc09g082710.2.1,594,728,877,1081,1126,798
Solyc09g082720.2.1,151,130,136,201,180,141
Solyc09g082730.2.1,406,322,305,477,415,325
Solyc09g082740.1.1,0,0,0,0,0,0
Solyc09g082750.1.1,2,26,22,24,21,17
Solyc09g082760.2.1,528,592,527,178,155,144
Solyc09g082770.2.1,800,941,1218,599,641,446
Solyc09g082780.2.1,3308,3437,3918,3130,2795,2130
Solyc09g082790.2.1,7,10,4,22,33,10
Solyc09g082800.2.1,697,347,226,982,1003,877
Solyc09g082810.2.1,337,391,536,397,335,253
Solyc09g082820.2.1,54,69,94,90,81,60
Solyc09g082830.2.1,353,160,104,1096,1091,828
Solyc09g082840.1.1,0,0,0,0,0,0
Solyc09g082850.1.1,0,0,0,1,0,0
Solyc09g082860.2.1,439,438,454,447,360,304
Solyc09g082870.1.1,10,2,0,181,163,117
Solyc09g082880.1.1,0,0,0,0,0,0
Solyc09g082890.1.1,30,32,74,47,34,43
Solyc09g082900.2.1,2,0,0,2,4,4
Solyc09g082910.1.1,0,0,0,0,0,0
Solyc09g082920.1.1,3,0,3,1,2,6
Solyc09g082930.1.1,0,0,3,0,1,0
Solyc09g082940.2.1,103,110,92,106,113,84
Solyc09g082950.1.1,625,411,242,741,686,600
Solyc09g082960.1.1,0,0,0,0,0,0
Solyc09g082970.2.1,4206,3027,2864,5303,4598,4049
Solyc09g082980.2.1,1264,863,617,2201,1865,1547
Solyc09g082990.2.1,2218,2038,1844,2925,2729,2205
Solyc09g083000.2.1,327,258,372,501,486,360
Solyc09g083010.2.1,59,36,38,98,111,94
Solyc09g083020.1.1,641,614,574,927,839,740
Solyc09g083030.1.1,200,290,261,484,490,340
Solyc09g083040.1.1,0,0,1,0,0,0
Solyc09g083050.2.1,603,429,308,457,431,372
Solyc09g083060.2.1,121,65,40,258,259,251
Solyc09g083070.2.1,279,362,415,273,282,210
Solyc09g083080.2.1,783,774,515,2028,2038,1576
Solyc09g083090.2.1,39,39,59,113,100,80
Solyc09g083100.1.1,110,123,122,279,237,180
Solyc09g083110.1.1,156,81,23,233,223,193
Solyc09g083120.2.1,87,48,43,75,69,56
Solyc09g083130.2.1,266,124,121,445,365,343
Solyc09g083140.2.1,7,7,12,9,13,11
Solyc09g083150.2.1,199,158,143,188,166,114
Solyc09g083160.2.1,0,4,7,1,1,0
Solyc09g083170.2.1,0,0,0,0,0,0
Solyc09g083180.2.1,328,341,952,175,116,165
Solyc09g083190.2.1,208,358,314,339,288,252
Solyc09g083200.2.1,127,57,76,370,347,243
Solyc09g083210.2.1,747,480,218,1068,968,986
Solyc09g083220.2.1,531,292,356,1023,885,670
Solyc09g083230.1.1,383,266,278,389,309,281
Solyc09g083240.2.1,43,48,39,58,56,40
Solyc09g083250.2.1,118,35,10,86,55,53
Solyc09g083260.2.1,138,74,106,116,81,70
Solyc09g083270.2.1,98,104,138,175,185,125
Solyc09g083280.2.1,255,232,316,400,386,319
Solyc09g083290.2.1,10,32,11,121,124,81
Solyc09g083300.1.1,0,0,0,0,0,0
Solyc09g083310.1.1,2,10,15,20,20,21
Solyc09g083320.1.1,457,483,639,379,365,295
Solyc09g083330.2.1,79,71,72,96,95,67
Solyc09g083340.1.1,112,147,262,87,77,73
Solyc09g083350.2.1,370,144,111,598,548,464
Solyc09g083360.2.1,22,46,18,65,62,55
Solyc09g083370.2.1,123,124,130,156,121,109
Solyc09g083380.2.1,974,1040,1087,3014,3202,2177
Solyc09g083390.1.1,287,172,24,250,224,216
Solyc09g083400.2.1,254,168,137,155,162,133
Solyc09g083410.2.1,863,909,1291,854,767,625
Solyc09g083420.2.1,633,525,579,1049,960,888
Solyc09g083430.1.1,0,0,0,0,0,0
Solyc09g083440.2.1,8941,14603,16095,784,815,592
Solyc09g084440.2.1,8397,12155,16709,649,628,488
Solyc09g084450.2.1,13387,23102,25215,1755,1726,1114
Solyc09g084460.2.1,583,936,987,38,24,23
Solyc09g084470.2.1,12419,24389,27459,1492,1653,1083
Solyc09g084480.2.1,9505,17538,17368,1587,1459,995
Solyc09g084490.2.1,14643,24054,23359,1015,915,671
Solyc09g089490.2.1,5,9,14,0,0,0
Solyc09g089500.2.1,1174,1608,1776,7,3,1
Solyc09g089510.2.1,22411,36714,43163,591,521,435
Solyc09g089520.2.1,838,1570,1710,21,17,11
Solyc09g089530.2.1,8498,11558,17144,183,136,88
Solyc09g089540.2.1,400,669,821,17,8,13
Solyc09g089550.2.1,139,87,58,286,281,197
Solyc09g089560.2.1,724,405,661,1020,741,724
Solyc09g089570.2.1,7,8,5,5,8,7
Solyc09g089580.2.1,6686,3135,2559,3176,2412,2645
Solyc09g089590.1.1,23,16,4,53,50,38
Solyc09g089600.1.1,0,0,0,0,0,0
Solyc09g089610.2.1,58,39,26,131,140,146
Solyc09g089620.1.1,2,2,1,12,15,16
Solyc09g089630.2.1,67,96,139,49,65,39
Solyc09g089640.2.1,324,170,78,388,372,340
Solyc09g089650.1.1,245,170,267,100,100,94
Solyc09g089660.2.1,43,29,17,65,55,40
Solyc09g089670.2.1,323,523,670,399,436,355
Solyc09g089680.2.1,65,74,81,136,90,123
Solyc09g089690.2.1,461,463,313,921,983,787
Solyc09g089700.2.1,3,1,2,10,14,8
Solyc09g089710.2.1,7,8,6,15,13,8
Solyc09g089720.1.1,8,4,7,9,16,7
Solyc09g089730.2.1,103,160,49,609,529,428
Solyc09g089740.2.1,24,22,11,83,69,65
Solyc09g089750.1.1,0,3,2,3,6,11
Solyc09g089760.1.1,0,0,0,0,0,0
Solyc09g089770.2.1,2,0,0,0,0,0
Solyc09g089780.2.1,15,15,1,5,6,1
Solyc09g089790.2.1,71,67,50,52,43,27
Solyc09g089800.1.1,0,1,0,2,0,0
Solyc09g089810.1.1,0,1,0,2,0,0
Solyc09g089820.1.1,0,0,0,0,0,0
Solyc09g089830.2.1,0,0,0,0,0,0
Solyc09g089840.1.1,0,0,0,2,2,1
Solyc09g089850.2.1,101,99,101,103,119,99
Solyc09g089860.2.1,28,20,26,28,25,20
Solyc09g089870.2.1,378,420,647,558,446,403
Solyc09g089880.2.1,244,237,209,311,288,248
Solyc09g089890.1.1,51,76,31,101,120,55
Solyc09g089900.1.1,0,0,0,0,0,0
Solyc09g089910.1.1,0,0,0,0,0,0
Solyc09g089920.1.1,0,0,0,0,0,0
Solyc09g089930.1.1,2,2,1,33,20,16
Solyc09g089940.1.1,600,379,334,853,837,668
Solyc09g089950.1.1,0,0,0,0,0,0
Solyc09g089960.1.1,0,0,0,18,23,9
Solyc09g089970.1.1,0,0,0,0,0,0
Solyc09g089980.1.1,0,0,0,17,9,2
Solyc09g089990.2.1,2,0,2,0,0,0
Solyc09g090000.1.1,0,0,0,0,0,0
Solyc09g090010.2.1,0,0,0,0,0,0
Solyc09g090020.2.1,519,231,154,546,513,362
Solyc09g090030.1.1,155,83,33,355,353,255
Solyc09g090040.2.1,439,360,413,656,615,548
Solyc09g090050.2.1,73,68,65,105,96,78
Solyc09g090060.2.1,264,163,144,396,337,264
Solyc09g090070.1.1,6707,9851,13064,7952,5631,5247
Solyc09g090080.1.1,105,41,31,201,158,145
Solyc09g090090.1.1,11,20,6,112,109,65
Solyc09g090100.2.1,1026,444,329,1341,1306,1009
Solyc09g090110.2.1,560,727,735,980,939,701
Solyc09g090120.2.1,71,89,108,102,101,72
Solyc09g090130.2.1,42,65,27,70,76,43
Solyc09g090140.2.1,6816,5538,4646,6930,6571,4846
Solyc09g090150.2.1,0,0,0,4,0,1
Solyc09g090160.2.1,906,585,525,1161,1151,1003
Solyc09g090170.1.1,0,0,0,0,0,0
Solyc09g090180.1.1,91,58,27,97,95,69
Solyc09g090190.2.1,6188,5306,7700,3883,3104,2898
Solyc09g090200.2.1,530,329,318,753,671,608
Solyc09g090210.2.1,0,0,0,0,1,0
Solyc09g090220.2.1,38,2,6,91,91,87
Solyc09g090230.1.1,9,7,1,10,19,13
Solyc09g090240.1.1,3,4,0,4,7,7
Solyc09g090250.2.1,187,103,97,292,331,229
Solyc09g090260.1.1,0,0,0,0,0,0
Solyc09g090270.2.1,1351,594,294,1892,1741,1379
Solyc09g090280.1.1,63,89,127,55,40,42
Solyc09g090290.2.1,261,162,126,358,330,295
Solyc09g090300.2.1,4,3,6,9,10,13
Solyc09g090310.1.1,299,431,961,184,126,140
Solyc09g090320.1.1,35,18,32,349,418,270
Solyc09g090330.2.1,382,372,285,367,379,262
Solyc09g090340.1.1,236,101,82,544,564,419
Solyc09g090350.2.1,1343,1083,1374,2937,3413,2230
Solyc09g090360.2.1,101,108,108,177,162,127
Solyc09g090370.2.1,145,153,144,246,250,208
Solyc09g090380.1.1,153,112,91,130,121,96
Solyc09g090390.1.1,0,0,0,8,9,1
Solyc09g090400.2.1,32,40,18,99,106,60
Solyc09g090410.2.1,396,472,538,653,642,461
Solyc09g090420.2.1,755,329,226,1108,963,842
Solyc09g090430.2.1,420,393,381,481,383,315
Solyc09g090440.1.1,17,14,11,57,50,32
Solyc09g090450.1.1,0,4,0,48,71,43
Solyc09g090460.2.1,91,57,75,88,102,76
Solyc09g090470.2.1,65,83,26,187,197,163
Solyc09g090480.2.1,4240,2767,4580,7743,5828,6644
Solyc09g090490.1.1,16,44,19,4,0,5
Solyc09g090500.2.1,309,244,211,55,52,28
Solyc09g090510.2.1,745,371,325,421,325,231
Solyc09g090520.2.1,2411,1470,1170,3438,3358,2626
Solyc09g090530.2.1,30,19,14,127,165,76
Solyc09g090540.2.1,517,517,613,260,246,184
Solyc09g090550.2.1,33,33,42,36,44,35
Solyc09g090560.1.1,103,166,206,105,109,77
Solyc09g090570.2.1,384,1255,280,1051,1062,794
Solyc09g090580.2.1,799,1173,1825,1007,917,813
Solyc09g090590.2.1,213,721,1020,273,179,151
Solyc09g090600.2.1,35,32,13,9,22,7
Solyc09g090610.2.1,284,480,488,585,510,392
Solyc09g090620.1.1,32,19,26,96,102,77
Solyc09g090630.1.1,37,25,20,231,187,175
Solyc09g090640.2.1,538,380,243,967,1012,787
Solyc09g090650.2.1,555,467,882,390,341,309
Solyc09g090660.2.1,477,351,608,953,923,717
Solyc09g090670.2.1,141,138,195,147,124,105
Solyc09g090680.2.1,114,103,62,277,308,237
Solyc09g090690.2.1,73,58,76,101,131,73
Solyc09g090700.1.1,2070,1532,1285,2240,1958,1494
Solyc09g090710.2.1,95,106,103,110,85,84
Solyc09g090720.2.1,847,970,948,1137,1081,812
Solyc09g090730.1.1,979,468,1171,1696,1292,1412
Solyc09g090740.2.1,121,75,45,202,211,162
Solyc09g090750.2.1,169,208,282,229,253,203
Solyc09g090760.2.1,283,94,30,237,325,232
Solyc09g090770.1.1,7,10,10,11,17,9
Solyc09g090780.1.1,38,4,5,50,43,47
Solyc09g090790.2.1,0,0,0,1,2,3
Solyc09g090800.1.1,0,0,0,5,3,1
Solyc09g090810.1.1,630,303,176,812,775,553
Solyc09g090820.2.1,127,185,215,187,174,135
Solyc09g090830.2.1,95,160,191,137,180,146
Solyc09g090840.2.1,325,158,129,360,359,262
Solyc09g090850.2.1,493,356,777,1121,782,951
Solyc09g090860.2.1,285,285,348,394,315,326
Solyc09g090870.2.1,185,92,100,446,392,364
Solyc09g090880.1.1,2,0,0,0,0,0
Solyc09g090890.1.1,0,0,1,0,1,0
Solyc09g090900.2.1,0,2,7,28,28,12
Solyc09g090910.1.1,39,26,14,96,111,76
Solyc09g090920.2.1,620,470,920,1024,688,802
Solyc09g090930.2.1,271,281,191,339,348,286
Solyc09g090940.2.1,496,447,452,894,768,617
Solyc09g090950.1.1,0,0,0,0,0,0
Solyc09g090960.2.1,332,363,179,616,572,408
Solyc09g090970.2.1,30,28,24,54,40,22
Solyc09g090980.2.1,1849,2014,1340,4148,3396,3010
Solyc09g090990.2.1,17,2,2,55,37,39
Solyc09g091000.2.1,61,76,41,89,61,57
Solyc09g091010.2.1,218,223,171,452,391,313
Solyc09g091020.2.1,1165,552,447,1349,1133,1002
Solyc09g091030.2.1,15100,17857,28372,12815,9687,10420
Solyc09g091040.2.1,2860,5917,9981,2502,1122,1522
Solyc09g091050.2.1,227,77,37,292,286,203
Solyc09g091060.2.1,4,9,2,18,32,23
Solyc09g091070.1.1,662,1030,1586,948,797,666
Solyc09g091080.2.1,320,187,317,632,503,562
Solyc09g091090.1.1,20,20,11,28,20,16
Solyc09g091100.2.1,63,64,41,111,123,72
Solyc09g091110.2.1,5,16,32,3,11,1
Solyc09g091120.2.1,699,382,286,822,661,649
Solyc09g091130.2.1,0,0,0,0,0,1
Solyc09g091140.2.1,24,34,28,13,13,10
Solyc09g091150.2.1,69,36,8,84,66,66
Solyc09g091160.1.1,35,30,52,77,58,63
Solyc09g091170.2.1,1317,1924,2795,1436,1330,919
Solyc09g091180.2.1,318,264,269,549,561,391
Solyc09g091190.2.1,173,197,252,174,202,131
Solyc09g091200.2.1,0,0,0,2,5,0
Solyc09g091210.2.1,0,0,0,0,0,0
Solyc09g091220.1.1,0,2,0,10,16,18
Solyc09g091230.2.1,167,130,189,221,194,158
Solyc09g091240.2.1,218,212,186,317,308,219
Solyc09g091250.2.1,438,345,217,506,498,432
Solyc09g091260.2.1,648,444,305,747,735,613
Solyc09g091270.1.1,350,406,327,299,316,235
Solyc09g091280.2.1,618,327,156,879,716,580
Solyc09g091290.1.1,0,1,8,4,13,1
Solyc09g091300.1.1,6,22,7,116,92,101
Solyc09g091310.1.1,0,1,0,0,0,3
Solyc09g091320.1.1,0,0,0,0,0,0
Solyc09g091330.1.1,22,25,99,22,12,7
Solyc09g091340.1.1,0,0,0,9,0,0
Solyc09g091350.1.1,0,0,0,0,0,0
Solyc09g091360.1.1,0,0,0,0,0,0
Solyc09g091370.2.1,67,24,16,172,156,116
Solyc09g091380.1.1,0,0,0,0,0,0
Solyc09g091390.2.1,25,22,21,30,46,22
Solyc09g091400.2.1,14,8,2,58,61,52
Solyc09g091410.1.1,0,4,0,2,4,2
Solyc09g091420.2.1,43,54,68,78,67,48
Solyc09g091430.2.1,1541,756,541,1599,1677,1170
Solyc09g091440.2.1,972,831,474,1153,1081,882
Solyc09g091450.2.1,293,343,523,415,390,293
Solyc09g091460.2.1,1047,593,924,967,716,871
Solyc09g091470.2.1,1343,1282,1601,896,826,688
Solyc09g091480.2.1,425,305,210,529,500,454
Solyc09g091490.1.1,4,2,4,5,4,0
Solyc09g091500.2.1,115,181,218,200,173,147
Solyc09g091510.2.1,6076,6020,4116,2397,1990,1745
Solyc09g091520.1.1,6,18,10,386,469,289
Solyc09g091530.1.1,7,0,0,11,2,6
Solyc09g091540.1.1,12,8,5,2,1,2
Solyc09g091550.2.1,506,625,203,2505,2828,1853
Solyc09g091560.2.1,768,612,722,1079,993,779
Solyc09g091570.2.1,480,535,665,528,502,355
Solyc09g091580.2.1,480,305,133,451,446,310
Solyc09g091590.2.1,64,141,137,131,110,54
Solyc09g091600.2.1,1068,1159,1429,483,343,309
Solyc09g091610.2.1,1319,1574,2919,2020,1452,1500
Solyc09g091620.1.1,0,0,0,0,0,0
Solyc09g091630.1.1,0,2,0,1,0,1
Solyc09g091640.1.1,0,1,0,0,0,0
Solyc09g091650.2.1,103,29,24,206,175,133
Solyc09g091660.2.1,1088,422,325,2178,2031,1686
Solyc09g091670.2.1,1,3,0,65,60,48
Solyc09g091680.1.1,0,0,0,3,15,8
Solyc09g091690.1.1,260,207,62,387,379,316
Solyc09g091700.2.1,209,180,150,63,60,40
Solyc09g091710.1.1,465,340,203,622,567,468
Solyc09g091720.1.1,0,0,0,0,0,0
Solyc09g091730.2.1,6,4,10,6,4,1
Solyc09g091740.2.1,571,945,827,939,955,706
Solyc09g091750.2.1,1991,1047,1197,2120,1895,1667
Solyc09g091760.1.1,8,18,1,12,17,4
Solyc09g091770.1.1,9,6,3,5,2,4
Solyc09g091780.2.1,323,268,283,755,772,621
Solyc09g091790.2.1,375,336,396,650,600,492
Solyc09g091800.2.1,212,124,137,390,332,266
Solyc09g091810.1.1,5,5,16,53,73,54
Solyc09g091820.2.1,2217,2219,3564,1732,1587,1328
Solyc09g091830.2.1,103,67,72,111,99,83
Solyc09g091840.2.1,535,454,518,516,531,380
Solyc09g091850.2.1,722,408,479,810,736,578
Solyc09g091860.2.1,146,72,53,273,243,219
Solyc09g091870.1.1,0,1,5,1,4,0
Solyc09g091880.2.1,32,27,22,168,148,90
Solyc09g091890.2.1,12,10,10,30,17,10
Solyc09g091900.2.1,742,781,1073,633,549,430
Solyc09g091910.1.1,24,15,10,31,22,11
Solyc09g091920.2.1,5,7,9,22,21,16
Solyc09g091930.2.1,508,269,179,651,620,446
Solyc09g091940.2.1,981,1207,1981,1071,916,783
Solyc09g091950.1.1,0,0,0,0,0,0
Solyc09g091960.2.1,1403,2312,5399,1203,806,745
Solyc09g091970.2.1,46,71,39,52,48,19
Solyc09g091980.2.1,527,551,1071,594,539,487
