Domain,Phylum,Class,Order,Family,Genus,Species,Abundance,Consortium,Date,Names,Freezer_Stock,Combined,Substrate,Freezer2
Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Plantactinospora,NA,1.78e-5,E209,2022-12-28,E209_Dec_28,NA,Other < 1%,TPA,Bioreactor
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,uncultured_bacterium,1.79e-5,E209,2023-01-30,E209_Jan_30,NA,Other < 1%,TPA,Bioreactor
Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,Ardenticatenaceae,uncultured,uncultured_bacterium,1.79e-5,E209,2023-01-30,E209_Jan_30,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Steroidobacter,NA,1.79e-5,E209,2023-01-30,E209_Jan_30,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Microvirga,NA,1.79e-5,E209,2023-01-30,E209_Jan_30,NA,Other < 1%,TPA,Bioreactor
Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,NA,1.79e-5,E209,2023-01-30,E209_Jan_30,NA,Other < 1%,TPA,Bioreactor
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,U29-B03,uncultured_rumen,1.79e-5,E209,2023-01-30,E209_Jan_30,NA,Other < 1%,TPA,Bioreactor
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola,uncultured_bacterium,1.79e-5,E209,2023-01-30,E209_Jan_30,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,KF-JG30-B3,KF-JG30-B3,uncultured_bacterium,1.79e-5,E209,2023-01-30,E209_Jan_30,NA,Other < 1%,TPA,Bioreactor
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Caldibacillus,uncultured_compost,1.79e-5,E209,2023-01-30,E209_Jan_30,NA,Other < 1%,TPA,Bioreactor
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,uncultured_bacterium,1.79e-5,E209,2023-01-30,E209_Jan_30,NA,Other < 1%,TPA,Bioreactor
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Ureibacillus,NA,1.79e-5,E209,2023-01-30,E209_Jan_30,NA,Other < 1%,TPA,Bioreactor
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Lentimonas,NA,1.79e-5,E209,2023-01-30,E209_Jan_30,NA,Other < 1%,TPA,Bioreactor
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,uncultured,uncultured_bacterium,1.8e-5,E209,2022-12-14,E209_Dec_14,NA,Other < 1%,TPA,Bioreactor
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,uncultured_bacterium,1.8e-5,E209,2022-12-14,E209_Dec_14,NA,Other < 1%,TPA,Bioreactor
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,uncultured_bacterium,1.8e-5,E209,2022-12-14,E209_Dec_14,NA,Other < 1%,TPA,Bioreactor
Bacteria,Cyanobacteria,Vampirivibrionia,Gastranaerophilales,Gastranaerophilales,Gastranaerophilales,uncultured_bacterium,1.8e-5,E209,2022-12-14,E209_Dec_14,NA,Other < 1%,TPA,Bioreactor
Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-010,UCG-010,uncultured_bacterium,1.8e-5,E209,2022-12-14,E209_Dec_14,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,uncultured,uncultured_bacterium,1.8e-5,E209,2022-12-14,E209_Dec_14,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,uncultured,uncultured,NA,1.8e-5,E209,2022-12-14,E209_Dec_14,NA,Other < 1%,TPA,Bioreactor
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,uncultured_bacterium,1.85e-5,E209,2023-01-17,E209_Jan_17,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,uncultured_bacterium,1.85e-5,E209,2023-01-17,E209_Jan_17,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Microvirga,NA,1.85e-5,E209,2023-01-17,E209_Jan_17,NA,Other < 1%,TPA,Bioreactor
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,NA,1.85e-5,E209,2023-01-17,E209_Jan_17,NA,Other < 1%,TPA,Bioreactor
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage,NA,1.85e-5,E209,2023-01-17,E209_Jan_17,NA,Other < 1%,TPA,Bioreactor
Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,NA,1.85e-5,E209,2023-01-17,E209_Jan_17,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrio,NA,1.85e-5,E209,2023-01-17,E209_Jan_17,NA,Other < 1%,TPA,Bioreactor
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,uncultured,NA,1.85e-5,E209,2023-01-17,E209_Jan_17,NA,Other < 1%,TPA,Bioreactor
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NK3A20_group,uncultured_rumen,1.85e-5,E209,2023-01-17,E209_Jan_17,NA,Other < 1%,TPA,Bioreactor
Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup_17,Subgroup_17,Subgroup_17,NA,1.85e-5,E209,2023-01-17,E209_Jan_17,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Alphaproteobacteria,uncultured,uncultured,uncultured,NA,1.85e-5,E209,2023-01-17,E209_Jan_17,NA,Other < 1%,TPA,Bioreactor
Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,uncultured_bacterium,1.85e-5,E209,2023-01-17,E209_Jan_17,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Filomicrobium,NA,1.85e-5,E209,2023-01-17,E209_Jan_17,NA,Other < 1%,TPA,Bioreactor
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured,NA,1.92e-5,E209,2023-01-25,E209_Jan_25,NA,Other < 1%,TPA,Bioreactor
Bacteria,Firmicutes,Clostridia,Oscillospirales,[Eubacterium]_coprostanoligenes_group,[Eubacterium]_coprostanoligenes_group,uncultured_rumen,1.92e-5,E209,2023-01-25,E209_Jan_25,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Microvirga,NA,1.92e-5,E209,2023-01-25,E209_Jan_25,NA,Other < 1%,TPA,Bioreactor
Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,metagenome,1.92e-5,E209,2023-01-25,E209_Jan_25,NA,Other < 1%,TPA,Bioreactor
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,probable_genus_10,uncultured_rumen,1.92e-5,E209,2023-01-25,E209_Jan_25,NA,Other < 1%,TPA,Bioreactor
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Ruminococcus]_gauvreauii_group,uncultured_rumen,1.92e-5,E209,2023-01-25,E209_Jan_25,NA,Other < 1%,TPA,Bioreactor
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,NA,1.92e-5,E209,2023-01-25,E209_Jan_25,NA,Other < 1%,TPA,Bioreactor
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Tunicatimonas,NA,1.92e-5,E209,2023-01-25,E209_Jan_25,NA,Other < 1%,TPA,Bioreactor
Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,uncultured_bacterium,1.92e-5,E209,2023-01-25,E209_Jan_25,NA,Other < 1%,TPA,Bioreactor
Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,AKYG1722,AKYG1722,uncultured_bacterium,1.92e-5,E209,2023-01-25,E209_Jan_25,NA,Other < 1%,TPA,Bioreactor
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Fulvivirga,NA,1.92e-5,E209,2023-01-25,E209_Jan_25,NA,Other < 1%,TPA,Bioreactor
Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,Rubrivirga,NA,1.92e-5,E209,2023-01-25,E209_Jan_25,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Gammaproteobacteria,Halothiobacillales,Thioalkalibacteraceae,Guyparkeria,NA,1.95e-5,E209,2023-01-11,E209_Jan_11,NA,Other < 1%,TPA,Bioreactor
Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales_(SR1),Absconditabacteriales_(SR1),Absconditabacteriales_(SR1),NA,1.95e-5,E209,2023-01-11,E209_Jan_11,NA,Other < 1%,TPA,Bioreactor
Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,NA,1.95e-5,E209,2023-01-11,E209_Jan_11,NA,Other < 1%,TPA,Bioreactor
Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,NA,NA,NA,1.95e-5,E209,2023-01-11,E209_Jan_11,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,uncultured,NA,1.95e-5,E209,2023-01-11,E209_Jan_11,NA,Other < 1%,TPA,Bioreactor
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-003,uncultured_bacterium,1.95e-5,E209,2023-01-11,E209_Jan_11,NA,Other < 1%,TPA,Bioreactor
Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Papillibacter,uncultured_rumen,1.95e-5,E209,2023-01-11,E209_Jan_11,NA,Other < 1%,TPA,Bioreactor
Bacteria,Acidobacteriota,Subgroup_5,Subgroup_5,Subgroup_5,Subgroup_5,uncultured_bacterium,1.95e-5,E209,2023-01-11,E209_Jan_11,NA,Other < 1%,TPA,Bioreactor
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,uncultured_bacterium,1.95e-5,E209,2023-01-11,E209_Jan_11,NA,Other < 1%,TPA,Bioreactor
Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,[Eubacterium]_nodatum_group,uncultured_bacterium,1.95e-5,E209,2023-01-11,E209_Jan_11,NA,Other < 1%,TPA,Bioreactor
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,IMCC26207,NA,1.95e-5,E209,2023-01-11,E209_Jan_11,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,NA,1.95e-5,E209,2023-01-11,E209_Jan_11,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,NA,NA,1.98e-5,E209,2023-01-06,E209_Jan_6,NA,Other < 1%,TPA,Bioreactor
Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriae,Acidobacteriae,Paludibaculum,uncultured_bacterium,1.98e-5,E209,2023-01-06,E209_Jan_6,NA,Other < 1%,TPA,Bioreactor
Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,NA,1.98e-5,E209,2023-01-06,E209_Jan_6,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Anderseniella,NA,1.98e-5,E209,2023-01-06,E209_Jan_6,NA,Other < 1%,TPA,Bioreactor
Bacteria,Firmicutes,Clostridia,Oscillospirales,[Eubacterium]_coprostanoligenes_group,[Eubacterium]_coprostanoligenes_group,uncultured_bacterium,1.98e-5,E209,2023-01-06,E209_Jan_6,NA,Other < 1%,TPA,Bioreactor
Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10,NA,1.98e-5,E209,2023-01-06,E209_Jan_6,NA,Other < 1%,TPA,Bioreactor
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Ruminococcus]_torques_group,uncultured_bacterium,1.98e-5,E209,2023-01-06,E209_Jan_6,NA,Other < 1%,TPA,Bioreactor
Bacteria,SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),uncultured_bacterium,1.98e-5,E209,2023-01-06,E209_Jan_6,NA,Other < 1%,TPA,Bioreactor
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,uncultured,uncultured_bacterium,1.98e-5,E209,2023-01-06,E209_Jan_6,NA,Other < 1%,TPA,Bioreactor
Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella,uncultured_bacterium,1.98e-5,E209,2023-01-06,E209_Jan_6,NA,Other < 1%,TPA,Bioreactor
Bacteria,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,uncultured_bacterium,1.98e-5,E209,2023-01-06,E209_Jan_6,NA,Other < 1%,TPA,Bioreactor
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Xenococcaceae,Chroococcidiopsis_PCC-6712,NA,1.98e-5,E209,2022-12-19,E209_Dec_19,NA,Other < 1%,TPA,Bioreactor
Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,NA,1.98e-5,E209,2022-12-19,E209_Dec_19,NA,Other < 1%,TPA,Bioreactor
Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NK4A214_group,uncultured_bacterium,1.98e-5,E209,2022-12-19,E209_Dec_19,NA,Other < 1%,TPA,Bioreactor
Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,uncultured,NA,1.98e-5,E209,2022-12-19,E209_Dec_19,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia,uncultured_bacterium,1.98e-5,E209,2022-12-19,E209_Dec_19,NA,Other < 1%,TPA,Bioreactor
Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,NA,1.98e-5,E209,2022-12-19,E209_Dec_19,NA,Other < 1%,TPA,Bioreactor
Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,WCHB1-41,WCHB1-41,uncultured_rumen,1.98e-5,E209,2022-12-19,E209_Dec_19,NA,Other < 1%,TPA,Bioreactor
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoanaerobaculum,NA,1.98e-5,E209,2022-12-19,E209_Dec_19,NA,Other < 1%,TPA,Bioreactor
Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Paludicola,NA,1.98e-5,E209,2022-12-19,E209_Dec_19,NA,Other < 1%,TPA,Bioreactor
Bacteria,NB1-j,NB1-j,NB1-j,NB1-j,NB1-j,NA,1.98e-5,E209,2022-12-19,E209_Dec_19,NA,Other < 1%,TPA,Bioreactor
Bacteria,Patescibacteria,Parcubacteria,NA,NA,NA,NA,1.98e-5,E209,2022-12-19,E209_Dec_19,NA,Other < 1%,TPA,Bioreactor
Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,NA,NA,1.98e-5,E209,2022-12-19,E209_Dec_19,NA,Other < 1%,TPA,Bioreactor
Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Nonomuraea,NA,1.98e-5,E209,2022-12-19,E209_Dec_19,NA,Other < 1%,TPA,Bioreactor
Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,uncultured_bacterium,1.98e-5,E209,2022-12-19,E209_Dec_19,NA,Other < 1%,TPA,Bioreactor
Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,uncultured_bacterium,1.98e-5,E209,2022-12-19,E209_Dec_19,NA,Other < 1%,TPA,Bioreactor
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquibacter,NA,2e-5,E209,2022-12-09,E209_Dec_9,NA,Other < 1%,TPA,Bioreactor
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidales_RF16_group,Bacteroidales_RF16_group,NA,2e-5,E209,2022-12-09,E209_Dec_9,NA,Other < 1%,TPA,Bioreactor
Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,uncultured,NA,2e-5,E209,2022-12-09,E209_Dec_9,NA,Other < 1%,TPA,Bioreactor
Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Veillonellaceae_UCG-001,uncultured_rumen,2e-5,E209,2022-12-09,E209_Dec_9,NA,Other < 1%,TPA,Bioreactor
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Marvinbryantia,uncultured_bacterium,2e-5,E209,2022-12-09,E209_Dec_9,NA,Other < 1%,TPA,Bioreactor
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia,NA,2e-5,E209,2022-12-09,E209_Dec_9,NA,Other < 1%,TPA,Bioreactor
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-004,NA,2e-5,E209,2022-12-09,E209_Dec_9,NA,Other < 1%,TPA,Bioreactor
Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Candidatus_Stoquefichus,NA,2e-5,E209,2022-12-09,E209_Dec_9,NA,Other < 1%,TPA,Bioreactor
Bacteria,Deferrisomatota,Defferrisomatia,Defferrisomatales,Defferrisomataceae,Deferrisoma,uncultured_bacterium,2e-5,E209,2022-12-09,E209_Dec_9,NA,Other < 1%,TPA,Bioreactor
Bacteria,Chloroflexi,TK10,TK10,TK10,TK10,uncultured_bacterium,2e-5,E209,2022-12-09,E209_Dec_9,NA,Other < 1%,TPA,Bioreactor
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus_sp.,2e-5,E209,2022-12-09,E209_Dec_9,NA,Other < 1%,TPA,Bioreactor
Bacteria,Chloroflexi,Anaerolineae,SBR1031,SBR1031,SBR1031,uncultured_bacterium,2e-5,E209,2022-12-09,E209_Dec_9,NA,Other < 1%,TPA,Bioreactor
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NS11-12_marine_group,NA,2e-5,E209,2022-12-09,E209_Dec_9,NA,Other < 1%,TPA,Bioreactor
Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,LWQ8,NA,2e-5,E209,2022-12-09,E209_Dec_9,NA,Other < 1%,TPA,Bioreactor
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,NA,2e-5,E209,2022-12-09,E209_Dec_9,NA,Other < 1%,TPA,Bioreactor
Bacteria,Patescibacteria,NA,NA,NA,NA,NA,2e-5,E209,2022-12-09,E209_Dec_9,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,uncultured,uncultured_bacterium,2.08e-5,E209,2023-01-30,E209_Jan_30,NA,Other < 1%,TPA,Bioreactor
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,uncultured_bacterium,2.08e-5,E209,2023-01-30,E209_Jan_30,NA,Other < 1%,TPA,Bioreactor
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,NA,2.08e-5,E209,2023-01-30,E209_Jan_30,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,Sulfurifustis,NA,2.08e-5,E209,2023-01-30,E209_Jan_30,NA,Other < 1%,TPA,Bioreactor
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,NA,NA,NA,2.08e-5,E209,2023-01-30,E209_Jan_30,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353_marine_group,UBA10353_marine_group,UBA10353_marine_group,uncultured_bacterium,2.08e-5,E209,2023-01-30,E209_Jan_30,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Gammaproteobacteria,Granulosicoccales,Granulosicoccaceae,Granulosicoccus,uncultured_bacterium,2.08e-5,E209,2023-01-30,E209_Jan_30,NA,Other < 1%,TPA,Bioreactor
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_intermedia,2.08e-5,E209,2023-01-30,E209_Jan_30,NA,Other < 1%,TPA,Bioreactor
Bacteria,Gemmatimonadota,BD2-11_terrestrial_group,BD2-11_terrestrial_group,BD2-11_terrestrial_group,BD2-11_terrestrial_group,uncultured_bacterium,2.08e-5,E209,2023-01-30,E209_Jan_30,NA,Other < 1%,TPA,Bioreactor
Bacteria,Firmicutes,Clostridia,Clostridia,Hungateiclostridiaceae,Saccharofermentans,uncultured_bacterium,2.08e-5,E209,2023-01-30,E209_Jan_30,NA,Other < 1%,TPA,Bioreactor
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,NA,2.08e-5,E209,2023-01-30,E209_Jan_30,NA,Other < 1%,TPA,Bioreactor
Bacteria,Actinobacteriota,Thermoleophilia,uncultured,uncultured,uncultured,uncultured_bacterium,2.08e-5,E209,2023-01-30,E209_Jan_30,NA,Other < 1%,TPA,Bioreactor
Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,uncultured_rumen,2.08e-5,E209,2023-01-30,E209_Jan_30,NA,Other < 1%,TPA,Bioreactor
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Ohtaekwangia,uncultured_bacterium,2.08e-5,E209,2023-01-30,E209_Jan_30,NA,Other < 1%,TPA,Bioreactor
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Bythopirellula,uncultured_bacterium,2.08e-5,E209,2023-01-30,E209_Jan_30,NA,Other < 1%,TPA,Bioreactor
Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,Peptoniphilus,NA,2.08e-5,E209,2023-01-30,E209_Jan_30,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Alphaproteobacteria,Ferrovibrionales,NA,NA,NA,2.08e-5,E209,2023-01-30,E209_Jan_30,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,NA,2.08e-5,E209,2023-01-30,E209_Jan_30,NA,Other < 1%,TPA,Bioreactor
Bacteria,Firmicutes,Desulfotomaculia,Desulfotomaculales,NA,NA,NA,2.09e-5,E209,2022-12-14,E209_Dec_14,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Alphaproteobacteria,uncultured,uncultured,uncultured,uncultured_bacterium,2.09e-5,E209,2022-12-14,E209_Dec_14,NA,Other < 1%,TPA,Bioreactor
Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae,uncultured_archaeon,2.09e-5,E209,2022-12-14,E209_Dec_14,NA,Other < 1%,TPA,Bioreactor
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_XPB1014_group,uncultured_rumen,2.09e-5,E209,2022-12-14,E209_Dec_14,NA,Other < 1%,TPA,Bioreactor
Bacteria,Firmicutes,Clostridia,Oscillospirales,[Eubacterium]_coprostanoligenes_group,[Eubacterium]_coprostanoligenes_group,uncultured_rumen,2.09e-5,E209,2022-12-14,E209_Dec_14,NA,Other < 1%,TPA,Bioreactor
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,U29-B03,uncultured_rumen,2.09e-5,E209,2022-12-14,E209_Dec_14,NA,Other < 1%,TPA,Bioreactor
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Catonella,uncultured_bacterium,2.09e-5,E209,2022-12-14,E209_Dec_14,NA,Other < 1%,TPA,Bioreactor
Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrio,NA,2.09e-5,E209,2022-12-14,E209_Dec_14,NA,Other < 1%,TPA,Bioreactor
Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10,uncultured_bacterium,2.09e-5,E209,2022-12-14,E209_Dec_14,NA,Other < 1%,TPA,Bioreactor
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NK4A136_group,uncultured_rumen,2.09e-5,E209,2022-12-14,E209_Dec_14,NA,Other < 1%,TPA,Bioreactor
Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,uncultured_bacterium,2.09e-5,E209,2022-12-14,E209_Dec_14,NA,Other < 1%,TPA,Bioreactor
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_Ga6A1_group,uncultured_rumen,2.09e-5,E209,2022-12-14,E209_Dec_14,NA,Other < 1%,TPA,Bioreactor
Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,uncultured,uncultured_bacterium,2.09e-5,E209,2022-12-14,E209_Dec_14,NA,Other < 1%,TPA,Bioreactor
Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,uncultured_archaeon,2.09e-5,E209,2022-12-14,E209_Dec_14,NA,Other < 1%,TPA,Bioreactor
Bacteria,Actinobacteriota,Actinobacteria,0319-7L14,0319-7L14,0319-7L14,uncultured_bacterium,2.09e-5,E209,2022-12-14,E209_Dec_14,NA,Other < 1%,TPA,Bioreactor
Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Quinella,uncultured_rumen,2.09e-5,E209,2022-12-14,E209_Dec_14,NA,Other < 1%,TPA,Bioreactor
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus_rhodochrous,2.09e-5,E209,2022-12-14,E209_Dec_14,NA,Other < 1%,TPA,Bioreactor
Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,uncultured,NA,2.09e-5,E209,2022-12-14,E209_Dec_14,NA,Other < 1%,TPA,Bioreactor
